shop_id,price_change_count,avg_day_between_changes,manufacturer_count,avg_profit_pct,profit_pct_std,product_count,avg_delay_score,exact_overlap_ratio,avg_profit_similarity,label_binary,label_group
49,115,1.0,1,6.931946376811593,6.502008070646156,20,0.0,115.0,0.9370239964866052,1,6
5,115,1.0,1,6.853000000000001,3.3714797937997494,20,0.0,115.0,0.9515182301273605,0,-1
50,115,1.0,1,6.984247826086957,5.794951732879949,20,0.0,115.0,0.9362949732103645,1,5
51,115,1.0,1,6.725249999999999,3.3150573053116292,20,0.0,115.0,0.9544170698287221,0,-1
52,115,1.0,1,6.185847826086958,6.595865893867656,20,0.0,115.0,0.9380243047870005,1,10
53,115,1.0,1,6.580055072463769,6.1684904100594995,20,0.0,115.0,0.9294521791831358,1,8
54,115,1.0,1,7.1930014492753624,6.3993633191008135,20,0.0,115.0,0.935945379007466,1,11
55,115,1.0,1,6.697666666666667,7.326867565588414,20,0.0,115.0,0.9299463882301274,1,12
56,115,1.0,1,6.831166666666667,2.9409284767834047,20,0.0,115.0,0.9525656583223542,0,-1
57,115,1.0,1,7.092833333333334,3.103857326868546,20,0.0,115.0,0.9527478445322793,0,-1
58,115,1.0,1,7.245333333333334,3.39697584461369,20,0.0,115.0,0.9523731901624947,0,-1
59,115,1.0,1,4.899717391304348,6.237293355165621,20,0.0,115.0,0.9306953306982871,1,9
6,115,1.0,1,6.5104999999999995,2.78885635162516,20,0.0,115.0,0.9549447747035573,0,-1
60,115,1.0,1,7.08100579710145,6.509722541559074,20,0.0,115.0,0.9316028897672374,1,6
61,115,1.0,1,6.957999999999999,3.109612944831988,20,0.0,115.0,0.9519427931488801,0,-1
62,115,1.0,1,7.297728260869566,6.709498462762326,20,0.0,115.0,0.9257438181818181,1,12
63,115,1.0,1,6.361724637681158,6.276319382937691,20,0.0,115.0,0.937772145805885,1,2
64,115,1.0,1,6.589,3.1612343053518406,20,0.0,115.0,0.952026416337286,0,-1
65,115,1.0,1,6.859765217391304,6.591825556116336,20,0.0,115.0,0.937308178304787,1,6
66,115,1.0,1,7.316999999999999,2.8774556469214256,20,0.0,115.0,0.9558191181379007,0,-1
67,115,1.0,1,5.592214492753623,6.333806014731879,20,0.0,115.0,0.936994021080369,1,5
68,115,1.0,1,6.203645652173912,5.958327378048544,20,0.0,115.0,0.9493084848484848,1,11
69,115,1.0,1,6.863,2.919741598155563,20,0.0,115.0,0.9554620614844093,0,-1
7,115,1.0,1,6.4975,2.491626727662071,20,0.0,115.0,0.9556103776899428,0,-1
70,115,1.0,1,7.263188405797101,6.251510563601576,20,0.0,115.0,0.936866983750549,1,9
71,115,1.0,1,7.872166666666666,3.13868607948542,20,0.0,115.0,0.9552692586736935,0,-1
72,115,1.0,1,7.403500000000001,2.3466961349949,20,0.0,115.0,0.955128819499341,0,-1
73,115,1.0,1,7.633166666666667,3.1611551114883447,20,0.0,115.0,0.9547749389547651,0,-1
74,115,1.0,1,6.892734782608695,5.993742506240071,20,0.0,115.0,0.9375922529644269,1,8
75,115,1.0,1,7.37186847826087,6.32896897796208,20,0.0,115.0,0.932816936319719,1,4
76,115,1.0,1,7.37243804347826,6.168178178771624,20,0.0,115.0,0.9405807747035574,1,11
77,115,1.0,1,7.125166666666668,3.321978071203293,20,0.0,115.0,0.9508405858585859,0,-1
78,115,1.0,1,5.843967391304347,6.881349219876375,20,0.0,115.0,0.9297297461572244,1,12
79,115,1.0,1,6.649500000000001,3.4406319308134856,20,0.0,115.0,0.948388213438735,0,-1
8,115,1.0,1,7.871666666666667,2.5660541476923067,20,0.0,115.0,0.9536172235397455,0,-1
80,115,1.0,1,6.2965072463768115,6.267485960450189,20,0.0,115.0,0.9360485691699604,1,10
81,115,1.0,1,6.943833333333333,3.294812635880158,20,0.0,115.0,0.9555820685111989,0,-1
82,115,1.0,1,7.7875,2.5228196031424837,20,0.0,115.0,0.956960375054897,0,-1
83,115,1.0,1,7.057333333333334,3.0241449847665853,20,0.0,115.0,0.953832951251647,0,-1
84,115,1.0,1,6.3561115942029,6.888836873849115,20,0.0,115.0,0.9270105305226175,1,5
85,115,1.0,1,7.5691594202898544,6.250685587031114,20,0.0,115.0,0.9409035775142733,1,3
86,115,1.0,1,6.092135869565217,6.311737440209958,20,0.0,115.0,0.9361945568730786,1,12
87,115,1.0,1,6.126499999999999,2.814268599476603,20,0.0,115.0,0.9546440456741325,0,-1
88,115,1.0,1,7.683375000000001,7.017561764619145,20,0.0,115.0,0.9259344356609573,1,1
89,115,1.0,1,6.6419999999999995,3.1993704068144404,20,0.0,115.0,0.95113407465964,0,-1
9,115,1.0,1,6.981749999999999,3.5392590237929746,20,0.0,115.0,0.9499263539745278,0,-1
90,115,1.0,1,6.157940217391304,6.954529689558294,20,0.0,115.0,0.9321938840579712,1,9
91,115,1.0,1,6.946000000000001,3.403858692719191,20,0.0,115.0,0.9544931348265263,0,-1
92,115,1.0,1,6.277,2.9124224167062946,20,0.0,115.0,0.9532981326306545,0,-1
93,115,1.0,1,7.260749999999999,2.778595317332123,20,0.0,115.0,0.9556034483970137,0,-1
94,115,1.0,1,6.9785,3.4015794493146854,20,0.0,115.0,0.9528684259991216,0,-1
95,115,1.0,1,6.88175,2.717468387580617,20,0.0,115.0,0.9571585963987702,0,-1
96,115,1.0,1,6.190640579710145,6.118868733284355,20,0.0,115.0,0.931979711901625,1,8
97,115,1.0,1,7.3775,2.8677628475869477,20,0.0,115.0,0.9559477479139219,0,-1
98,115,1.0,1,7.228771739130434,5.560426996434679,20,0.0,115.0,0.9437995660957401,1,1
99,115,1.0,1,5.6736956521739135,6.517633208957285,20,0.0,115.0,0.9246686139657444,1,1
