shop_id_1,shop_id_2,delay_score,overlap_score,profit_similarity
1,143,0.0,115.0,0.9635140803482218
1,144,0.0,115.0,0.9558119869202538
1,147,0.0,115.0,0.9357597333527237
1,146,0.0,115.0,0.941342412391522
1,145,0.0,115.0,0.9365837599325028
1,148,0.0,115.0,0.9402316240788006
1,149,0.0,115.0,0.9669275570702754
1,150,0.0,115.0,0.9370493353123035
1,15,0.0,115.0,0.9437469850102811
1,151,0.0,115.0,0.9460562127665053
1,153,0.0,115.0,0.9450342072846049
1,154,0.0,115.0,0.9337650326735967
1,152,0.0,115.0,0.9369245279969124
1,157,0.0,115.0,0.933596055106882
1,156,0.0,115.0,0.9535053206611209
1,155,0.0,115.0,0.9362384730038603
1,158,0.0,115.0,0.9503957254924605
1,159,0.0,115.0,0.9507120188231217
1,16,0.0,115.0,0.946735791483112
1,160,0.0,115.0,0.9357424000588641
1,161,0.0,115.0,0.940871612335064
1,162,0.0,115.0,0.9388823942673101
1,163,0.0,115.0,0.9591566119627064
1,164,0.0,115.0,0.9638278149910617
1,165,0.0,115.0,0.9337654035751147
1,167,0.0,115.0,0.9452287292045044
1,166,0.0,115.0,0.9543728908454298
1,168,0.0,115.0,0.9522532268437276
1,169,0.0,115.0,0.9335902594547949
1,17,0.0,115.0,0.930628315582969
1,170,0.0,115.0,0.9702955614419877
1,171,0.0,115.0,0.954620398582387
1,172,0.0,115.0,0.9357424377541541
1,175,0.0,115.0,0.9478438650683875
1,174,0.0,115.0,0.9632984004827368
1,176,0.0,115.0,0.942374148096823
1,173,0.0,115.0,0.9344456951906378
1,178,0.0,115.0,0.9494647320708977
1,179,0.0,115.0,0.9545583836395706
1,177,0.0,115.0,0.9475656728664819
1,18,0.0,115.0,0.9309713460515928
1,180,0.0,115.0,0.9519820678290376
1,181,0.0,115.0,0.9434680846859159
1,182,0.0,115.0,0.9483793016102019
1,183,0.0,115.0,0.9555985416217742
1,185,0.0,115.0,0.9302986100080151
1,184,0.0,115.0,0.9494806279316164
1,186,0.0,115.0,0.9471746191303815
1,187,0.0,115.0,0.934655236969287
1,188,0.0,115.0,0.9572568896386281
1,189,0.0,115.0,0.9632051924875007
1,19,0.0,115.0,0.9528748886321313
1,190,0.0,115.0,0.924687559984662
1,191,0.0,115.0,0.9353574498846986
1,192,0.0,115.0,0.9518670941007841
1,193,0.0,115.0,0.9511840535201429
1,194,0.0,115.0,0.934877094131008
1,195,0.0,115.0,0.9430299456904733
1,196,0.0,115.0,0.9366993160572309
1,198,0.0,115.0,0.9338638152450369
1,197,0.0,115.0,0.9460319970665959
1,2,0.0,115.0,0.9351056457521499
1,199,0.0,115.0,0.9318741591366558
1,200,0.0,115.0,0.9631260413617495
1,201,0.0,115.0,0.9420920565707779
1,20,0.0,115.0,0.9208149850346037
1,202,0.0,115.0,0.9355112600262027
1,203,0.0,115.0,0.9397970318453374
1,205,0.0,115.0,0.9421394538470935
1,204,0.0,115.0,0.9440710855245641
1,206,0.0,115.0,0.9343606733119157
1,208,0.0,115.0,0.9522468546656898
1,209,0.0,115.0,0.9541311483134661
1,207,0.0,115.0,0.9414729508428393
1,210,0.0,115.0,0.9402644702524187
1,21,0.0,115.0,0.9302412039865644
1,211,0.0,115.0,0.9476165268462673
1,212,0.0,115.0,0.9416359183933991
1,213,0.0,115.0,0.9467282699024279
1,214,0.0,115.0,0.954052521218621
1,229,0.0,0.0,0.0
1,215,0.0,115.0,0.9339972276679277
1,216,0.0,115.0,0.9657537599783578
1,219,0.0,115.0,0.9458966125857258
1,218,0.0,115.0,0.9428499976495683
1,22,0.0,115.0,0.9567224229660574
1,220,0.0,115.0,0.9397404131733385
1,217,0.0,115.0,0.9356920876756382
1,224,0.0,115.0,0.9325349274378592
1,222,0.0,115.0,0.9460913554632665
1,223,0.0,115.0,0.9912867528342526
1,225,0.0,115.0,0.9360372063796945
1,227,0.0,115.0,0.944010021393837
1,226,0.0,115.0,0.9562009538662604
1,221,0.0,115.0,0.9669553320924428
1,228,0.0,115.0,0.9435575295910698
1,23,0.0,115.0,0.9440837101853514
1,230,0.0,115.0,0.9481090038806548
1,231,0.0,115.0,0.9479675953854739
1,234,0.0,115.0,0.9452532325433979
1,232,0.0,115.0,0.939967063437687
1,235,0.0,115.0,0.9623265283600471
1,233,0.0,115.0,0.96141915525938
1,237,0.0,115.0,0.9359775505274096
1,236,0.0,115.0,0.9506997352844537
1,239,0.0,115.0,0.9419314470925695
1,238,0.0,115.0,0.9585404832241028
1,240,0.0,115.0,0.9368363132055335
1,241,0.0,115.0,0.943173417181316
1,24,0.0,115.0,0.9372475015983214
1,243,0.0,115.0,0.96402925904114
1,242,0.0,115.0,0.9515472465139821
1,244,0.0,115.0,0.9466183353469813
1,245,0.0,115.0,0.9414534228455804
1,247,0.0,115.0,0.9519508301086927
1,246,0.0,115.0,0.9417546684982835
1,248,0.0,115.0,0.9388309368959099
1,250,0.0,115.0,0.991167374896751
1,25,0.0,115.0,0.9463331234938919
1,249,0.0,115.0,0.9272907377652546
1,251,0.0,115.0,0.9455617877725961
1,253,0.0,115.0,0.9401111359389396
1,267,0.0,0.0,0.0
1,254,0.0,115.0,0.9379678473967751
1,255,0.0,115.0,0.9548216483968778
1,252,0.0,115.0,0.9359030789806372
1,257,0.0,115.0,0.9339574983483708
1,259,0.0,115.0,0.9445010780690644
1,258,0.0,115.0,0.9473777772986054
1,256,0.0,115.0,0.9425820016627012
1,261,0.0,115.0,0.9441539025686098
1,260,0.0,115.0,0.9466573012375508
1,263,0.0,115.0,0.9374987051385352
1,26,0.0,115.0,0.9264539897568859
1,265,0.0,115.0,0.9394246764632155
1,262,0.0,115.0,0.9571789224696995
1,264,0.0,115.0,0.9344967149190193
1,266,0.0,115.0,0.9470967964214762
1,269,0.0,115.0,0.9315002358359046
1,27,0.0,115.0,0.9415578842336194
1,268,0.0,115.0,0.9312897452068667
1,272,0.0,115.0,0.9410582833792226
1,271,0.0,115.0,0.9453074694380164
1,270,0.0,115.0,0.950247569171672
1,273,0.0,115.0,0.9589820116978909
1,274,0.0,115.0,0.9462974712712976
1,276,0.0,115.0,0.9309618403109511
1,275,0.0,115.0,0.964949827931693
1,277,0.0,115.0,0.9393390146401295
1,278,0.0,115.0,0.9442569137361142
1,281,0.0,115.0,0.9265433631387331
1,28,0.0,115.0,0.9265179057934037
1,282,0.0,115.0,0.9452999917287759
1,284,0.0,115.0,0.9470181327463227
1,280,0.0,115.0,0.9321145300743198
1,279,0.0,115.0,0.9520818850899873
1,283,0.0,115.0,0.9451036844074425
1,286,0.0,115.0,0.9347784251084145
1,285,0.0,115.0,0.9628917433573333
1,287,0.0,115.0,0.9327108195109037
1,288,0.0,115.0,0.932893561416452
1,289,0.0,115.0,0.9408418147456724
1,29,0.0,115.0,0.9421039756136783
1,290,0.0,115.0,0.954340474082412
1,291,0.0,115.0,0.9341593812614313
1,293,0.0,115.0,0.9548373210731252
1,297,0.0,115.0,0.9458509162408417
1,294,0.0,115.0,0.9354093969783256
1,295,0.0,115.0,0.95009137675523
1,292,0.0,115.0,0.954197851258343
1,298,0.0,115.0,0.9538409741671233
1,296,0.0,115.0,0.9407383189661425
1,3,0.0,115.0,0.9294960004008084
1,30,0.0,115.0,0.9365456221672634
1,299,0.0,115.0,0.921834435361022
1,300,0.0,115.0,0.9513543469264744
1,301,0.0,115.0,0.9390818816256084
1,302,0.0,115.0,0.9310782536729847
1,304,0.0,115.0,0.9356059076006584
1,305,0.0,115.0,0.9338381868416818
1,307,0.0,115.0,0.9519141989357183
1,306,0.0,115.0,0.9527716303253453
1,303,0.0,115.0,0.940950348828313
1,309,0.0,115.0,0.9451028627305572
1,311,0.0,115.0,0.9550646069663465
1,308,0.0,115.0,0.9332723312705089
1,313,0.0,115.0,0.9590378272170692
1,310,0.0,115.0,0.9497467249601468
1,31,0.0,115.0,0.9576891103021627
1,312,0.0,115.0,0.9904871458376152
1,314,0.0,115.0,0.9475090821478699
1,316,0.0,115.0,0.9371164593583989
1,315,0.0,115.0,0.9553551942444438
1,317,0.0,115.0,0.9416707175065512
1,319,0.0,115.0,0.9532911929951867
1,32,0.0,115.0,0.9491337090722232
1,318,0.0,115.0,0.9523724678899079
1,320,0.0,115.0,0.9343998262633703
1,322,0.0,115.0,0.9452169581725733
1,321,0.0,115.0,0.9459038598485805
1,324,0.0,115.0,0.9476655938018135
1,325,0.0,115.0,0.9539758856719234
1,323,0.0,115.0,0.9312532608432508
1,326,0.0,115.0,0.9351123249921347
1,328,0.0,115.0,0.9481539871934634
1,327,0.0,115.0,0.9456998247820616
1,329,0.0,115.0,0.9453877832615226
1,331,0.0,115.0,0.9489395067614901
1,333,0.0,115.0,0.9423111497859608
1,332,0.0,115.0,0.9666613766054347
1,33,0.0,115.0,0.9458654349761075
1,330,0.0,115.0,0.9369262574484061
1,334,0.0,115.0,0.9317418707048128
1,335,0.0,115.0,0.9472072612070239
1,34,0.0,115.0,0.9365331445483147
1,337,0.0,115.0,0.920715525174046
1,336,0.0,115.0,0.9522295778506124
1,340,0.0,115.0,0.9626677212434609
1,341,0.0,115.0,0.9390039337316732
1,338,0.0,115.0,0.9388364482469121
1,343,0.0,115.0,0.9635508134785153
1,342,0.0,115.0,0.9346805845243968
1,339,0.0,115.0,0.9303300747125998
1,345,0.0,115.0,0.9318006863780639
1,344,0.0,115.0,0.9593458286829786
1,346,0.0,115.0,0.9512270418834927
1,348,0.0,115.0,0.9428974760584384
1,347,0.0,115.0,0.9451700254469408
1,349,0.0,115.0,0.9417809475953485
1,350,0.0,115.0,0.9481476969632671
1,35,0.0,115.0,0.9565069690895591
1,365,0.0,0.0,0.0
1,352,0.0,115.0,0.9412407168429687
1,353,0.0,115.0,0.9465509850454159
1,351,0.0,115.0,0.9641832066809558
1,354,0.0,115.0,0.9463262595358997
1,355,0.0,115.0,0.9527165677814933
1,359,0.0,115.0,0.9339867600197803
1,36,0.0,115.0,0.9549823247168208
1,360,0.0,115.0,0.9516582717906141
1,362,0.0,115.0,0.9507171273628502
1,358,0.0,115.0,0.9423501773811594
1,357,0.0,115.0,0.9360953321050063
1,356,0.0,115.0,0.9490761387974948
1,364,0.0,115.0,0.9367353630024936
1,363,0.0,115.0,0.957643480653356
1,367,0.0,115.0,0.9401111724544621
1,366,0.0,115.0,0.9574942774151397
1,361,0.0,115.0,0.9553159119867082
1,369,0.0,115.0,0.9274386218732189
1,37,0.0,115.0,0.9325886192917164
1,368,0.0,115.0,0.9417448514013055
1,370,0.0,115.0,0.9485700618245874
1,373,0.0,115.0,0.9582914317816105
1,374,0.0,115.0,0.9389099823782315
1,371,0.0,115.0,0.9445995810183806
1,376,0.0,115.0,0.9469265660911428
1,372,0.0,115.0,0.9375224863035585
1,377,0.0,115.0,0.9317078591464754
1,375,0.0,115.0,0.9465102886928064
1,378,0.0,115.0,0.9563872671476922
1,379,0.0,115.0,0.9288084277938802
1,38,0.0,115.0,0.9467208835562253
1,387,0.0,115.0,0.9512716348327389
1,386,0.0,115.0,0.9571399867132895
1,384,0.0,115.0,0.9429937885253891
1,390,0.0,115.0,0.9471440351582721
1,388,0.0,115.0,0.9615663989625955
1,380,0.0,115.0,0.9402008892686043
1,383,0.0,115.0,0.9412103916996509
1,385,0.0,115.0,0.9491549596900969
1,392,0.0,115.0,0.9481090144115356
1,382,0.0,115.0,0.952192849633302
1,381,0.0,115.0,0.9449391018674974
1,39,0.0,115.0,0.9417500195749874
1,391,0.0,115.0,0.9384958003851314
1,389,0.0,115.0,0.9336132594874319
1,393,0.0,115.0,0.9410321710347302
1,394,0.0,115.0,0.9417763398735471
1,397,0.0,115.0,0.9566162507888895
1,396,0.0,115.0,0.9310439902207023
1,398,0.0,115.0,0.9537659900287773
1,395,0.0,115.0,0.9465894831243099
1,40,0.0,115.0,0.9364119809020942
1,399,0.0,115.0,0.947158966346363
1,43,0.0,115.0,0.9533266209574632
1,41,0.0,115.0,0.9593130585089131
1,4,0.0,115.0,0.9430589447301241
1,42,0.0,115.0,0.9532282841495829
1,46,0.0,115.0,0.943505347063514
1,400,0.0,115.0,0.9605741243505576
1,44,0.0,115.0,0.9520204126208011
1,45,0.0,115.0,0.948081255373294
1,48,0.0,115.0,0.9470157221726411
1,47,0.0,115.0,0.9281294572166151
1,5,0.0,115.0,0.9577697412397654
1,50,0.0,115.0,0.9493447740892003
1,53,0.0,115.0,0.9495134300146748
1,52,0.0,115.0,0.9424038629439044
1,55,0.0,115.0,0.9308192791765366
1,51,0.0,115.0,0.965031044078656
1,49,0.0,115.0,0.9517216796520954
1,54,0.0,115.0,0.9414484787386215
1,58,0.0,115.0,0.9401351891776847
1,57,0.0,115.0,0.9640968551852657
1,56,0.0,115.0,0.9309940481205027
1,60,0.0,115.0,0.9686723107639272
1,59,0.0,115.0,0.9515362852529752
1,74,0.0,0.0,0.0
1,61,0.0,115.0,0.9447325184713138
1,6,0.0,115.0,0.9310938056372379
1,62,0.0,115.0,0.9472306394042984
1,63,0.0,115.0,0.92776023500633
1,64,0.0,115.0,0.9319638061536598
1,68,0.0,115.0,0.9404889796063202
1,66,0.0,115.0,0.9646867280832081
1,70,0.0,115.0,0.9438685470606847
1,7,0.0,115.0,0.9649642355513058
1,69,0.0,115.0,0.9568327787008446
1,75,0.0,115.0,0.934145169704079
1,71,0.0,115.0,0.9470662085452943
1,72,0.0,115.0,0.964516704025959
1,76,0.0,115.0,0.9336759678061214
1,67,0.0,115.0,0.9440817852852391
1,77,0.0,115.0,0.9394356120327932
1,73,0.0,115.0,0.9365604077598952
1,78,0.0,115.0,0.9355689630510791
1,65,0.0,115.0,0.9491446765522891
1,79,0.0,115.0,0.9436825462414329
1,80,0.0,115.0,0.9629485046301578
1,8,0.0,115.0,0.9478511022913664
1,82,0.0,115.0,0.9451541472668823
1,81,0.0,115.0,0.9499612047740302
1,83,0.0,115.0,0.9405484301878325
1,84,0.0,115.0,0.9459777525672387
1,87,0.0,115.0,0.9464685445924688
1,86,0.0,115.0,0.9507631773365655
1,85,0.0,115.0,0.9337896362735255
1,88,0.0,115.0,0.9533944818884702
1,89,0.0,115.0,0.938965973261647
1,92,0.0,115.0,0.9344661467662962
1,9,0.0,115.0,0.944305449162675
1,90,0.0,115.0,0.9366546628181319
1,91,0.0,115.0,0.9618499149792546
1,93,0.0,115.0,0.9384933271433179
1,94,0.0,115.0,0.9450624207731511
1,96,0.0,115.0,0.9501944366889422
1,95,0.0,115.0,0.9418672189638415
1,98,0.0,115.0,0.9349873206246317
1,97,0.0,115.0,0.9489869042334552
10,100,0.0,115.0,0.9496975690070775
10,102,0.0,115.0,0.97792
1,99,0.0,115.0,0.9468665023438748
10,101,0.0,115.0,0.9552265113682898
10,103,0.0,115.0,0.9502790973130169
10,104,0.0,115.0,0.97584
10,108,0.0,115.0,0.977275
10,107,0.0,115.0,0.972885
10,105,0.0,115.0,0.958729123821984
10,11,0.0,115.0,0.9544455232215044
10,110,0.0,115.0,0.9588175876761444
10,112,0.0,115.0,0.958275
10,109,0.0,115.0,0.96274
10,111,0.0,115.0,0.9476535876311982
10,106,0.0,115.0,0.96653
10,113,0.0,115.0,0.9545368147822539
10,116,0.0,115.0,0.9630064097163701
10,117,0.0,115.0,0.965285
10,114,0.0,115.0,0.9547926819330249
10,115,0.0,115.0,0.9540173019363506
10,118,0.0,115.0,0.9551574336921307
10,119,0.0,115.0,0.9560083448368264
10,12,0.0,115.0,0.9492291382628667
10,120,0.0,115.0,0.9508794724479122
10,121,0.0,115.0,0.956085839775913
10,122,0.0,115.0,0.9518537904460086
10,123,0.0,115.0,0.964225
10,124,0.0,115.0,0.9650650000000001
10,125,0.0,115.0,0.9445553980052253
10,126,0.0,115.0,0.960345
10,127,0.0,115.0,0.9540933527274388
10,13,0.0,115.0,0.9689463271746787
10,132,0.0,115.0,0.9601854402526536
10,131,0.0,115.0,0.9559020897210373
10,128,0.0,115.0,0.962950915668563
10,129,0.0,115.0,0.944575854332922
10,130,0.0,115.0,0.949419230613737
10,133,0.0,115.0,0.970495
10,134,0.0,115.0,0.9523507249938139
10,136,0.0,115.0,0.96718
10,135,0.0,115.0,0.9623474556438711
10,137,0.0,115.0,0.96552
10,139,0.0,115.0,0.955707772722474
10,140,0.0,115.0,0.9548400775935226
10,138,0.0,115.0,0.9498615986788214
10,14,0.0,115.0,0.9555133474645364
10,141,0.0,115.0,0.963454397461263
10,143,0.0,115.0,0.9518252141715401
10,142,0.0,115.0,0.9603186724457483
10,145,0.0,115.0,0.9538498737493161
10,144,0.0,115.0,0.9508833157986578
10,147,0.0,115.0,0.9657030688790438
10,146,0.0,115.0,0.96688
10,148,0.0,115.0,0.95761920152618
10,15,0.0,115.0,0.973295
10,149,0.0,115.0,0.962805
10,150,0.0,115.0,0.9546181404269343
10,151,0.0,115.0,0.960373921986119
10,152,0.0,115.0,0.9480476267409198
10,153,0.0,115.0,0.9586492664392215
10,154,0.0,115.0,0.9536313210620104
10,156,0.0,115.0,0.95932
10,159,0.0,115.0,0.9915
10,158,0.0,115.0,0.962425
10,157,0.0,115.0,0.9570852603937889
10,155,0.0,115.0,0.956937570071247
10,161,0.0,115.0,0.9565560234487919
10,16,0.0,115.0,0.9634039972932714
10,160,0.0,115.0,0.9524563301285167
10,162,0.0,115.0,0.9408987179642674
10,166,0.0,115.0,0.96451
10,163,0.0,115.0,0.9383490397540233
10,164,0.0,115.0,0.9510571079257537
10,165,0.0,115.0,0.9554038129101475
10,167,0.0,115.0,0.9564141543118438
10,168,0.0,115.0,0.9869
10,17,0.0,115.0,0.9553330170010037
10,169,0.0,115.0,0.9527409239981914
10,170,0.0,115.0,0.9476048589726235
10,172,0.0,115.0,0.9540486263367979
10,173,0.0,115.0,0.9653124266697567
10,171,0.0,115.0,0.954194047109415
10,175,0.0,115.0,0.964935
10,174,0.0,115.0,0.9513383862879302
10,176,0.0,115.0,0.973545
10,178,0.0,115.0,0.9669052081859622
10,177,0.0,115.0,0.9632532800498016
10,179,0.0,115.0,0.962965
10,18,0.0,115.0,0.9471521701851678
10,181,0.0,115.0,0.970235
10,180,0.0,115.0,0.9433746155177083
10,182,0.0,115.0,0.971605
10,183,0.0,115.0,0.96466
10,184,0.0,115.0,0.9658844229179349
10,186,0.0,115.0,0.9685998926746742
10,188,0.0,115.0,0.96266
10,19,0.0,115.0,0.9681273801290631
10,190,0.0,115.0,0.9513362333760851
10,189,0.0,115.0,0.956597062110829
10,185,0.0,115.0,0.951103183947297
10,191,0.0,115.0,0.9547722037793478
10,187,0.0,115.0,0.9542646828962429
10,193,0.0,115.0,0.965595
10,192,0.0,115.0,0.9589403393348072
10,195,0.0,115.0,0.9578538909090195
10,197,0.0,115.0,0.9701407645084269
10,196,0.0,115.0,0.9557440362535705
10,194,0.0,115.0,0.9555777568500906
10,198,0.0,115.0,0.9547139789541244
10,199,0.0,115.0,0.9577728445543918
10,201,0.0,115.0,0.9695831872466655
10,2,0.0,115.0,0.9626584111221157
10,20,0.0,115.0,0.9426800477403025
10,200,0.0,115.0,0.9536369682708927
10,203,0.0,115.0,0.9578696447919094
10,206,0.0,115.0,0.9485705516072397
10,202,0.0,115.0,0.9516419224880113
10,205,0.0,115.0,0.9673513541675401
10,208,0.0,115.0,0.9600150000000001
10,204,0.0,115.0,0.9590732214193822
10,207,0.0,115.0,0.9577288162301707
10,209,0.0,115.0,0.9668661878320606
10,210,0.0,115.0,0.9526675814859279
10,21,0.0,115.0,0.9504567448347715
10,211,0.0,115.0,0.9540316240695313
10,212,0.0,115.0,0.9568669808559138
10,213,0.0,115.0,0.965935
10,214,0.0,115.0,0.9531710691548739
10,229,0.0,0.0,0.0
10,215,0.0,115.0,0.9537038499584727
10,216,0.0,115.0,0.9460226041115419
10,217,0.0,115.0,0.9532422487149537
10,220,0.0,115.0,0.9479340462165332
10,22,0.0,115.0,0.9602108804544313
10,219,0.0,115.0,0.9601613378556613
10,218,0.0,115.0,0.959632285385842
10,223,0.0,115.0,0.9518744809852643
10,222,0.0,115.0,0.963905379023564
10,221,0.0,115.0,0.9443887235353736
10,225,0.0,115.0,0.9548030023367488
10,227,0.0,115.0,0.9631441144019806
10,224,0.0,115.0,0.9517135313173991
10,228,0.0,115.0,0.9581848518748193
10,226,0.0,115.0,0.97744
10,23,0.0,115.0,0.9516231737104467
10,230,0.0,115.0,0.9572091215977145
10,231,0.0,115.0,0.976325
10,232,0.0,115.0,0.9579788610531681
10,233,0.0,115.0,0.9541097985109102
10,235,0.0,115.0,0.9536987966815061
10,236,0.0,115.0,0.9883
10,238,0.0,115.0,0.96346
10,237,0.0,115.0,0.96414
10,234,0.0,115.0,0.9525729712810218
10,239,0.0,115.0,0.970695
10,240,0.0,115.0,0.9519205865844746
10,242,0.0,115.0,0.98915
10,24,0.0,115.0,0.955704715109229
10,241,0.0,115.0,0.9749950000000001
10,244,0.0,115.0,0.955724509287957
10,243,0.0,115.0,0.9536181131935609
10,246,0.0,115.0,0.9587410233937764
10,245,0.0,115.0,0.967395
10,248,0.0,115.0,0.9536549980770433
10,247,0.0,115.0,0.96138
10,249,0.0,115.0,0.9507655442419392
10,25,0.0,115.0,0.9600233686325361
10,251,0.0,115.0,0.9600533593691554
10,250,0.0,115.0,0.9517020855122584
10,252,0.0,115.0,0.9572353104918999
10,267,0.0,0.0,0.0
10,254,0.0,115.0,0.9561683118742392
10,253,0.0,115.0,0.9564046560250542
10,255,0.0,115.0,0.967755
10,258,0.0,115.0,0.98755
10,256,0.0,115.0,0.973645
10,257,0.0,115.0,0.9499817874520393
10,259,0.0,115.0,0.958719424457218
10,26,0.0,115.0,0.9464158397552332
10,260,0.0,115.0,0.95017
10,261,0.0,115.0,0.9576022493558468
10,262,0.0,115.0,0.96296
10,263,0.0,115.0,0.9646201704358022
10,265,0.0,115.0,0.9587188613346516
10,266,0.0,115.0,0.961941650110947
10,269,0.0,115.0,0.9581347582840376
10,264,0.0,115.0,0.9507095309628173
10,27,0.0,115.0,0.9584140361914504
10,268,0.0,115.0,0.9493844464341079
10,271,0.0,115.0,0.9517857646681211
10,270,0.0,115.0,0.9633933412330016
10,273,0.0,115.0,0.9570934699647006
10,274,0.0,115.0,0.9606896698406133
10,275,0.0,115.0,0.9533654085586565
10,272,0.0,115.0,0.974255
10,277,0.0,115.0,0.96559
10,276,0.0,115.0,0.9491615280836841
10,278,0.0,115.0,0.9548052937036402
10,279,0.0,115.0,0.9647328053019977
10,28,0.0,115.0,0.9490197877041078
10,280,0.0,115.0,0.9473711253134443
10,281,0.0,115.0,0.9514790005359632
10,283,0.0,115.0,0.973555
10,282,0.0,115.0,0.971335
10,285,0.0,115.0,0.9557018369453097
10,284,0.0,115.0,0.967675
10,286,0.0,115.0,0.9523067928788904
10,287,0.0,115.0,0.9538161516780103
10,288,0.0,115.0,0.9537837286987886
10,289,0.0,115.0,0.9546399827710468
10,290,0.0,115.0,0.96581
10,292,0.0,115.0,0.9698204400931656
10,291,0.0,115.0,0.953253816251506
10,29,0.0,115.0,0.9571490478822933
10,295,0.0,115.0,0.97278
10,293,0.0,115.0,0.962825
10,294,0.0,115.0,0.9622527016903161
10,296,0.0,115.0,0.9564466502092279
10,299,0.0,115.0,0.9524966900711781
10,297,0.0,115.0,0.9594302337969809
10,3,0.0,115.0,0.954210439658831
10,298,0.0,115.0,0.955240635871901
10,30,0.0,115.0,0.958084535692655
10,301,0.0,115.0,0.9589748007383148
10,300,0.0,115.0,0.96907
10,303,0.0,115.0,0.957684683241307
10,304,0.0,115.0,0.9488171628977116
10,302,0.0,115.0,0.9539894389428948
10,305,0.0,115.0,0.9539046465297965
10,306,0.0,115.0,0.9553925463864512
10,309,0.0,115.0,0.967565
10,307,0.0,115.0,0.9630725792150002
10,31,0.0,115.0,0.9570349250019871
10,310,0.0,115.0,0.9577568960529015
10,308,0.0,115.0,0.9523765168993966
10,311,0.0,115.0,0.9698152328852205
10,313,0.0,115.0,0.9467896869300834
10,314,0.0,115.0,0.9593212950393768
10,315,0.0,115.0,0.9477713513969958
10,312,0.0,115.0,0.950928108238767
10,317,0.0,115.0,0.960379235495385
10,318,0.0,115.0,0.9590427138785341
10,316,0.0,115.0,0.9546567096268922
10,319,0.0,115.0,0.9677480855551831
10,320,0.0,115.0,0.9513421057752186
10,322,0.0,115.0,0.9570028822937722
10,323,0.0,115.0,0.9519395951857885
10,321,0.0,115.0,0.9589266345660237
10,32,0.0,115.0,0.9548688882871796
10,325,0.0,115.0,0.97209
10,327,0.0,115.0,0.9501290076752441
10,328,0.0,115.0,0.962095
10,324,0.0,115.0,0.9541771893791037
10,329,0.0,115.0,0.949245053137577
10,33,0.0,115.0,0.9496701714349003
10,331,0.0,115.0,0.9629381337357905
10,330,0.0,115.0,0.953651392601692
10,332,0.0,115.0,0.9463164483643373
10,333,0.0,115.0,0.9563871836730771
10,326,0.0,115.0,0.9529308396868881
10,334,0.0,115.0,0.9491716701103359
10,335,0.0,115.0,0.9616610063065321
10,336,0.0,115.0,0.9613343988355687
10,337,0.0,115.0,0.9424247892728338
10,341,0.0,115.0,0.9595250084514675
10,342,0.0,115.0,0.9566075204666625
10,340,0.0,115.0,0.965845
10,343,0.0,115.0,0.9517052811927239
10,34,0.0,115.0,0.9537489200285862
10,344,0.0,115.0,0.96123
10,345,0.0,115.0,0.9543468323453127
10,347,0.0,115.0,0.9598006430994057
10,348,0.0,115.0,0.966595
10,346,0.0,115.0,0.965865
10,338,0.0,115.0,0.9592584867971145
10,339,0.0,115.0,0.9454661278198432
10,349,0.0,115.0,0.9587869540322974
10,350,0.0,115.0,0.9569183547467335
10,35,0.0,115.0,0.9498310823792535
10,365,0.0,0.0,0.0
10,351,0.0,115.0,0.9540024825547279
10,356,0.0,115.0,0.9656840096523769
